#tail	head	KSP index	path cost
TP53	CDKN1A	1	1.00000e+00
TP53	APAF1	2	1.00000e+00
APAF1	CASP3	2	1.00000e+00
CASP3	CDKN1A	2	1.00000e+00
CASP3	BCAR1	3	1.00000e+00
BCAR1	CRK	3	1.00000e+00
CRK	CBL	3	1.00000e+00
CBL	ABL1	3	1.00000e+00
ABL1	ATR	3	1.00000e+00
ATR	ATM	3	1.00000e+00
ATM	AKT1	3	1.00000e+00
AKT1	CDKN1A	3	1.00000e+00
CRK	ARHGAP32	4	1.00000e+00
ARHGAP32	CDC42	4	1.00000e+00
CDC42	MAP3K1	4	1.00000e+00
MAP3K1	CHUK	4	1.00000e+00
CHUK	CREBBP	4	1.00000e+00
CREBBP	CREB1	4	1.00000e+00
CREB1	CRTC2	4	1.00000e+00
CRTC2	AKT1	4	1.00000e+00
CHUK	CCND1	5	1.00000e+00
CCND1	CDK6	5	1.00000e+00
CDK6	CTNNB1	5	1.00000e+00
CTNNB1	EP300	5	1.00000e+00
EP300	E2F1	5	1.00000e+00
E2F1	CDKN1A	5	1.00000e+00
EP300	AR	6	1.00000e+00
AR	ERBB3	6	1.00000e+00
ERBB3	GRB2	6	1.00000e+00
GRB2	ABL1	6	1.00000e+00
AKT1	CDK2	7	1.00000e+00
CDK2	CDC25A	7	1.00000e+00
CDC25A	CDK1	7	1.00000e+00
CDK1	E2F1	7	1.00000e+00
CDK1	CSNK2A1	8	1.00000e+00
CSNK2A1	HDAC3	8	1.00000e+00
HDAC3	CDKN1A	8	1.00000e+00
CREBBP	CSK	9	1.00000e+00
CREB1	CREBBP	9	1.00000e+00
CSNK2A1	BID	9	1.00000e+00
BID	CYCS	9	1.00000e+00
CYCS	CASP9	9	1.00000e+00
CASP9	CASP6	9	1.00000e+00
CASP6	HIPK2	9	1.00000e+00
HIPK2	CREB1	9	1.00000e+00
CSK	FYN	9	1.00000e+00
FYN	CAV1	9	1.00000e+00
CAV1	EGFR	9	1.00000e+00
EGFR	E2F1	9	1.00000e+00
BID	BAK1	10	1.00000e+00
BAK1	CYCS	10	1.00000e+00
BAK1	BAX	11	1.00000e+00
BAX	CYCS	11	1.00000e+00
CASP6	CASP8	12	1.00000e+00
CASP8	MAP3K14	12	1.00000e+00
MAP3K14	IKBKB	12	1.00000e+00
IKBKB	IRF3	12	1.00000e+00
IRF3	CCL5	12	1.00000e+00
CCL5	CCR5	12	1.00000e+00
CCR5	CXCR4	12	1.00000e+00
CXCR4	JAK2	12	1.00000e+00
JAK2	APOA1	12	1.00000e+00
APOA1	APOE	12	1.00000e+00
APOE	LRP5	12	1.00000e+00
LRP5	AXIN1	12	1.00000e+00
AXIN1	CSNK1A1	12	1.00000e+00
CSNK1A1	CREB1	12	1.00000e+00
CASP8	CASP10	13	1.00000e+00
CASP10	MAP3K14	13	1.00000e+00
CASP10	CASP7	14	1.00000e+00
CASP7	ITGB4	14	1.00000e+00
ITGB4	PIK3CA	14	1.00000e+00
PIK3CA	MTOR	14	1.00000e+00
MTOR	GRB10	14	1.00000e+00
GRB10	NEDD4	14	1.00000e+00
NEDD4	IGF1R	14	1.00000e+00
IGF1R	CSK	14	1.00000e+00
E2F1	MAP3K5	15	1.00000e+00
MAP3K5	CDKN1A	15	1.00000e+00
E2F1	BRCA1	16	1.00000e+00
BRCA1	GADD45A	16	1.00000e+00
GADD45A	MAPK14	16	1.00000e+00
MAPK14	CDKN1A	16	1.00000e+00
MAPK14	ELAVL1	17	1.00000e+00
ELAVL1	CDKN1A	17	1.00000e+00
AXIN1	GSK3A	18	1.00000e+00
ELAVL1	ERBB2	18	1.00000e+00
ERBB2	ESR1	18	1.00000e+00
ESR1	CXCL12	18	1.00000e+00
CXCL12	CXCR4	18	1.00000e+00
GSK3A	BCL3	18	1.00000e+00
BCL3	HDAC3	18	1.00000e+00
ERBB2	ERBB4	19	1.00000e+00
ERBB4	ESR1	19	1.00000e+00
HDAC3	SMAD7	20	1.00000e+00
HIPK2	DAXX	20	1.00000e+00
SMAD7	MAP3K7	20	1.00000e+00
MAP3K7	HIPK2	20	1.00000e+00
DAXX	MAP3K5	20	1.00000e+00
HDAC3	HIST1H4D	21	1.00000e+00
HIST1H4D	TP53BP1	21	1.00000e+00
TP53BP1	HDAC4	21	1.00000e+00
HDAC4	CDKN1A	21	1.00000e+00
CREBBP	IFNAR2	22	1.00000e+00
IFNAR2	JAK1	22	1.00000e+00
JAK1	MAP3K5	22	1.00000e+00
JAK1	IRS1	23	1.00000e+00
IRS1	NCK1	23	1.00000e+00
NCK1	PAK1	23	1.00000e+00
PAK1	AURKA	23	1.00000e+00
AURKA	HDAC6	23	1.00000e+00
HDAC6	HSP90AA1	23	1.00000e+00
HSP90AA1	DAPK1	23	1.00000e+00
DAPK1	DAPK3	23	1.00000e+00
DAPK3	CDKN1A	23	1.00000e+00
JAK1	IL4R	24	1.00000e+00
IL4R	IRS1	24	1.00000e+00
PAK1	ARHGEF7	25	1.00000e+00
ARHGEF7	LRRK2	25	1.00000e+00
LRRK2	DVL3	25	1.00000e+00
DVL3	FRAT1	25	1.00000e+00
FRAT1	GSK3B	25	1.00000e+00
GSK3B	CEBPB	25	1.00000e+00
CEBPB	HSP90AA1	25	1.00000e+00
