#tail	head	KSP index	path cost
BMI1	CDKN2A	1	1.00000e+00
CDKN2A	ATR	1	1.00000e+00
ATR	TP53	1	1.00000e+00
ATR	ATM	2	1.00000e+00
ATM	AKT1	2	1.00000e+00
AKT1	CDKN1A	2	1.00000e+00
AKT1	CDK2	3	1.00000e+00
CDK2	CDC25A	3	1.00000e+00
CDC25A	CDK1	3	1.00000e+00
CDK1	BIRC5	3	1.00000e+00
BIRC5	CASP3	3	1.00000e+00
CASP3	CDKN1A	3	1.00000e+00
CDK1	ABL1	4	1.00000e+00
ABL1	CASP9	4	1.00000e+00
CASP9	CASP3	4	1.00000e+00
CASP3	BCAR1	5	1.00000e+00
BCAR1	CRK	5	1.00000e+00
CRK	CBL	5	1.00000e+00
CBL	EGFR	5	1.00000e+00
EGFR	E2F1	5	1.00000e+00
E2F1	CDKN1A	5	1.00000e+00
CRK	ARHGAP32	6	1.00000e+00
ARHGAP32	CDC42	6	1.00000e+00
CDC42	MAP3K1	6	1.00000e+00
MAP3K1	CHUK	6	1.00000e+00
CHUK	CCND1	6	1.00000e+00
CCND1	CDK6	6	1.00000e+00
CDK6	CTNNB1	6	1.00000e+00
CTNNB1	EP300	6	1.00000e+00
EP300	E2F1	6	1.00000e+00
EP300	AR	7	1.00000e+00
AR	ERBB3	7	1.00000e+00
ERBB3	GRB2	7	1.00000e+00
GRB2	CBL	7	1.00000e+00
E2F1	MAP3K5	8	1.00000e+00
MAP3K5	CDKN1A	8	1.00000e+00
E2F1	BRCA1	9	1.00000e+00
BRCA1	GADD45A	9	1.00000e+00
GADD45A	MAPK14	9	1.00000e+00
MAPK14	CDKN1A	9	1.00000e+00
MAPK14	ELAVL1	10	1.00000e+00
ELAVL1	CDKN1A	10	1.00000e+00
ELAVL1	ERBB2	11	1.00000e+00
ERBB2	ESR1	11	1.00000e+00
ESR1	CXCL12	11	1.00000e+00
CXCL12	CXCR4	11	1.00000e+00
CXCR4	JAK2	11	1.00000e+00
JAK2	APOA1	11	1.00000e+00
APOA1	APOE	11	1.00000e+00
APOE	LRP5	11	1.00000e+00
LRP5	AXIN1	11	1.00000e+00
AXIN1	GSK3A	11	1.00000e+00
GSK3A	BCL3	11	1.00000e+00
BCL3	HDAC3	11	1.00000e+00
HDAC3	CDKN1A	11	1.00000e+00
ERBB2	ERBB4	12	1.00000e+00
ERBB4	ESR1	12	1.00000e+00
ERBB4	BAK1	13	1.00000e+00
BAK1	DIABLO	13	1.00000e+00
DIABLO	BIRC2	13	1.00000e+00
BIRC2	IKBKG	13	1.00000e+00
IKBKG	IKBKB	13	1.00000e+00
IKBKB	IRF3	13	1.00000e+00
IRF3	CCL5	13	1.00000e+00
CCL5	CCR5	13	1.00000e+00
CCR5	CXCR4	13	1.00000e+00
BAK1	BAX	14	1.00000e+00
BAX	DIABLO	14	1.00000e+00
HDAC3	SMAD7	15	1.00000e+00
SMAD7	MAP3K7	15	1.00000e+00
MAP3K7	HIPK2	15	1.00000e+00
HIPK2	DAXX	15	1.00000e+00
DAXX	MAP3K5	15	1.00000e+00
HDAC3	HIST1H4D	16	1.00000e+00
HIST1H4D	TP53BP1	16	1.00000e+00
TP53BP1	HDAC4	16	1.00000e+00
HDAC4	CDKN1A	16	1.00000e+00
TP53BP1	TP53	17	1.00000e+00
HIPK2	CREB1	18	1.00000e+00
CREB1	CREBBP	18	1.00000e+00
CREBBP	IFNAR2	18	1.00000e+00
IFNAR2	JAK1	18	1.00000e+00
JAK1	MAP3K5	18	1.00000e+00
ESR1	GATA3	19	1.00000e+00
CREBBP	HNF1A	19	1.00000e+00
HNF1A	ESR1	19	1.00000e+00
GATA3	IL10	19	1.00000e+00
IL10	IL10RA	19	1.00000e+00
IL10RA	JAK1	19	1.00000e+00
GATA3	FGF10	20	1.00000e+00
FGF10	FGFR2	20	1.00000e+00
FGFR2	GRAP	20	1.00000e+00
GRAP	PIK3CG	20	1.00000e+00
PIK3CG	PDPK1	20	1.00000e+00
PDPK1	AKT2	20	1.00000e+00
AKT2	CDKN1A	20	1.00000e+00
AKT2	MDM2	21	1.00000e+00
MDM2	IGF1R	21	1.00000e+00
IGF1R	IRS1	21	1.00000e+00
IRS1	JAK1	21	1.00000e+00
IGF1R	CSK	22	1.00000e+00
CSK	LCK	22	1.00000e+00
LCK	IL2RB	22	1.00000e+00
IL2RB	JAK1	22	1.00000e+00
CSK	FYN	23	1.00000e+00
FYN	CDK5	23	1.00000e+00
CDK5	MAPK10	23	1.00000e+00
MAPK10	ATF2	23	1.00000e+00
ATF2	MAPK8	23	1.00000e+00
MAPK8	CDKN1A	23	1.00000e+00
FYN	CAV1	24	1.00000e+00
CAV1	PDGFRB	24	1.00000e+00
PDGFRB	NCK1	24	1.00000e+00
NCK1	PAK1	24	1.00000e+00
PAK1	AURKA	24	1.00000e+00
AURKA	HDAC6	24	1.00000e+00
HDAC6	HSP90AA1	24	1.00000e+00
HSP90AA1	DAPK1	24	1.00000e+00
DAPK1	DAPK3	24	1.00000e+00
DAPK3	CDKN1A	24	1.00000e+00
CAV1	PDGFRA	25	1.00000e+00
PDGFRA	PLCG1	25	1.00000e+00
PLCG1	PRKCA	25	1.00000e+00
PRKCA	GRM1	25	1.00000e+00
GRM1	GNAQ	25	1.00000e+00
GNAQ	HRAS	25	1.00000e+00
HRAS	ARAF	25	1.00000e+00
ARAF	MAP2K1	25	1.00000e+00
MAP2K1	GSK3B	25	1.00000e+00
GSK3B	CEBPB	25	1.00000e+00
CEBPB	HSP90AA1	25	1.00000e+00
