#tail	head	KSP index	path cost
GSK3B	DPYSL2	1	1.00000e+00
CDK1	CUX1	2	1.00000e+00
BAD	CYCS	3	1.00000e+00
BAK1	CYCS	4	1.00000e+00
BAK1	DIABLO	5	1.00000e+00
DIABLO	BIRC2	5	1.00000e+00
BIRC2	MAP3K14	5	1.00000e+00
MAP3K14	CHUK	5	1.00000e+00
CHUK	CYLD	5	1.00000e+00
CHUK	FOXO3	6	1.00000e+00
FOXO3	FASLG	6	1.00000e+00
FOXO3	PINK1	7	1.00000e+00
PINK1	CYCS	7	1.00000e+00
PINK1	HTRA2	8	1.00000e+00
HTRA2	BIRC3	8	1.00000e+00
BIRC3	RIPK2	8	1.00000e+00
RIPK2	MAP3K7	8	1.00000e+00
MAP3K7	MAP2K7	8	1.00000e+00
MAP2K7	FADD	8	1.00000e+00
PINK1	BECN1	9	1.00000e+00
BECN1	HMGB1	9	1.00000e+00
HMGB1	TLR4	9	1.00000e+00
TLR4	TICAM1	9	1.00000e+00
TICAM1	IKBKE	9	1.00000e+00
IKBKE	ESR1	9	1.00000e+00
IKBKE	IRF3	10	1.00000e+00
IRF3	CCL5	10	1.00000e+00
CCL5	CCR5	10	1.00000e+00
CCR5	CXCR4	10	1.00000e+00
IRF3	IFNB1	11	1.00000e+00
IFNB1	TYK2	11	1.00000e+00
TYK2	DUSP3	11	1.00000e+00
DUSP3	EGFR	11	1.00000e+00
IFNB1	IFNAR1	12	1.00000e+00
IFNAR1	TYK2	12	1.00000e+00
DUSP3	ERBB2	13	1.00000e+00
DUSP3	MAPK1	14	1.00000e+00
MAPK1	DAPK1	14	1.00000e+00
MAPK1	ABI1	15	1.00000e+00
ABI1	ABL1	15	1.00000e+00
ABL1	DDX5	15	1.00000e+00
ABL1	DDB2	16	1.00000e+00
DDB2	E2F1	16	1.00000e+00
DDB2	XPC	17	1.00000e+00
XPC	DDB1	17	1.00000e+00
DDB1	E2F1	17	1.00000e+00
ABL1	EGFR	18	1.00000e+00
ABL1	CAV1	19	1.00000e+00
CAV1	EGFR	19	1.00000e+00
ABL1	CBL	20	1.00000e+00
CBL	EGFR	20	1.00000e+00
CBL	ERBB2	21	1.00000e+00
CBL	LRIG1	22	1.00000e+00
LRIG1	EGFR	22	1.00000e+00
CBL	INSR	23	1.00000e+00
INSR	GAB1	23	1.00000e+00
GAB1	ARHGAP32	23	1.00000e+00
ARHGAP32	CDC42	23	1.00000e+00
CDC42	MAP3K10	23	1.00000e+00
MAP3K10	MAP2K7	23	1.00000e+00
CBL	FRS2	24	1.00000e+00
FRS2	GRAP	24	1.00000e+00
GRAP	PIK3CG	24	1.00000e+00
PIK3CG	PDPK1	24	1.00000e+00
PDPK1	PKN1	24	1.00000e+00
PKN1	EGFR	24	1.00000e+00
PKN1	MAP3K20	25	1.00000e+00
MAP3K20	MAP2K7	25	1.00000e+00
MAP3K20	MAP2K6	26	1.00000e+00
MAP2K6	MAPK10	26	1.00000e+00
MAPK10	ELK1	26	1.00000e+00
MAP3K20	MAP2K3	27	1.00000e+00
MAP2K3	MAPK11	27	1.00000e+00
MAPK11	EGFR	27	1.00000e+00
MAPK11	ATF2	28	1.00000e+00
ATF2	MMP2	28	1.00000e+00
MMP2	EGFR	28	1.00000e+00
MAPK11	TAB1	29	1.00000e+00
TAB1	MAP3K7	29	1.00000e+00
MAP3K7	MAP2K6	30	1.00000e+00
MAPK10	MAPK8IP3	31	1.00000e+00
MAPK8IP3	MAP2K7	31	1.00000e+00
MAPK10	ATF2	32	1.00000e+00
MAP2K7	MAPK9	33	1.00000e+00
MAPK9	ELK1	33	1.00000e+00
MAPK9	JUNB	34	1.00000e+00
JUNB	EGFR	34	1.00000e+00
MAPK9	H2AFX	35	1.00000e+00
H2AFX	MCPH1	35	1.00000e+00
MCPH1	E2F1	35	1.00000e+00
MAPK9	BAZ1B	36	1.00000e+00
BAZ1B	H2AFX	36	1.00000e+00
MAPK9	ATF2	37	1.00000e+00
H2AFX	KAT2A	38	1.00000e+00
KAT2A	SMAD3	38	1.00000e+00
SMAD3	DAPK1	38	1.00000e+00
SMAD3	ESR1	39	1.00000e+00
SMAD3	GNRHR	40	1.00000e+00
GNRHR	MMP14	40	1.00000e+00
MMP14	MMP2	40	1.00000e+00
SMAD3	PAX6	41	1.00000e+00
PAX6	CDH2	41	1.00000e+00
CDH2	CDON	41	1.00000e+00
CDON	MAPK14	41	1.00000e+00
MAPK14	DDB2	41	1.00000e+00
CDC42	PRKCZ	42	1.00000e+00
CDON	BNIP2	42	1.00000e+00
BNIP2	CDC42	42	1.00000e+00
PRKCZ	FADD	42	1.00000e+00
CDC42	MAP3K11	43	1.00000e+00
MAP3K11	PIN1	43	1.00000e+00
PIN1	TP73	43	1.00000e+00
TP73	FAS	43	1.00000e+00
FAS	FADD	43	1.00000e+00
FAS	MAP3K5	44	1.00000e+00
MAP3K5	MAPK14	44	1.00000e+00
FAS	DAXX	45	1.00000e+00
DAXX	MAP3K5	45	1.00000e+00
MAPK14	EGFR	47	1.00000e+00
MAPK14	EIF4EBP1	48	1.00000e+00
MAPK14	ELAVL1	49	1.00000e+00
ELAVL1	CXCL8	49	1.00000e+00
ELAVL1	ERBB2	50	1.00000e+00
ELAVL1	DUSP1	51	1.00000e+00
DUSP1	FANCI	51	1.00000e+00
FANCI	FANCL	51	1.00000e+00
FANCL	FANCD2	51	1.00000e+00
FANCD2	FAN1	51	1.00000e+00
MAPK14	ELK1	52	1.00000e+00
MAPK14	ESR1	53	1.00000e+00
MAPK14	EZH2	54	1.00000e+00
MAPK14	DUSP1	55	1.00000e+00
MAPK14	FGFR1	56	1.00000e+00
MAPK14	JUNB	57	1.00000e+00
MAPK14	MAPKAPK2	58	1.00000e+00
MAPKAPK2	ELAVL1	58	1.00000e+00
MAPKAPK2	PIAS1	61	1.00000e+00
PIAS1	DDX5	61	1.00000e+00
MAPKAPK2	CREB1	62	1.00000e+00
CREB1	FST	62	1.00000e+00
FST	INHBA	62	1.00000e+00
INHBA	BAMBI	62	1.00000e+00
BAMBI	DVL2	62	1.00000e+00
DVL2	PARD6A	62	1.00000e+00
PARD6A	SMURF1	62	1.00000e+00
SMURF1	DAB2IP	62	1.00000e+00
DAB2IP	ERN1	62	1.00000e+00
SMURF1	SMAD7	63	1.00000e+00
SMAD7	PPP1R15A	63	1.00000e+00
PPP1R15A	PPP1CC	63	1.00000e+00
PPP1CC	EIF2A	63	1.00000e+00
MAPKAPK2	HSPB1	64	1.00000e+00
HSPB1	SP1	64	1.00000e+00
SP1	CCL5	64	1.00000e+00
SP1	COL1A1	65	1.00000e+00
COL1A1	DDR1	65	1.00000e+00
SP1	EZR	66	1.00000e+00
SP1	GDF15	67	1.00000e+00
GDF15	ERBB2	67	1.00000e+00
SP1	IER3	68	1.00000e+00
IER3	PPP2R5C	68	1.00000e+00
PPP2R5C	CAMK1	68	1.00000e+00
CAMK1	NUMB	68	1.00000e+00
NUMB	ITCH	68	1.00000e+00
ITCH	DTX1	68	1.00000e+00
CAMK1	CREB1	69	1.00000e+00
ITCH	SMAD7	71	1.00000e+00
PPP1CC	CREB1	72	1.00000e+00
SMAD7	SMURF1	73	1.00000e+00
ITCH	TNFAIP3	74	1.00000e+00
TNFAIP3	TRADD	74	1.00000e+00
TRADD	FADD	74	1.00000e+00
TRADD	TRAF2	75	1.00000e+00
TRAF2	DAB2IP	75	1.00000e+00
TRADD	TNFRSF1A	76	1.00000e+00
TNFRSF1A	TRAF2	76	1.00000e+00
TRAF2	MTOR	77	1.00000e+00
MTOR	EIF4EBP1	77	1.00000e+00
INSR	PTPN1	78	1.00000e+00
MTOR	GRB10	78	1.00000e+00
GRB10	INSR	78	1.00000e+00
PTPN1	EGFR	78	1.00000e+00
PTPN1	CAV1	79	1.00000e+00
PTPN1	EPHA3	80	1.00000e+00
INSR	PTPN6	81	1.00000e+00
PTPN6	EGFR	81	1.00000e+00
PTPN6	LYN	82	1.00000e+00
LYN	PPP1R15A	82	1.00000e+00
PTPN6	CTNND1	83	1.00000e+00
CTNND1	VAV2	83	1.00000e+00
VAV2	EGFR	83	1.00000e+00
PTPN6	ZAP70	85	1.00000e+00
ZAP70	VAV2	85	1.00000e+00
MTOR	RPS6KA2	86	1.00000e+00
RPS6KA2	CREB1	86	1.00000e+00
MTOR	ULK1	88	1.00000e+00
ULK1	DAPK3	88	1.00000e+00
ULK1	PRKAA1	89	1.00000e+00
PRKAA1	EP300	89	1.00000e+00
ULK1	PRKAA2	90	1.00000e+00
PRKAA2	INSR	90	1.00000e+00
ULK1	GABARAP	91	1.00000e+00
GABARAP	DVL2	91	1.00000e+00
ULK1	RB1CC1	100	1.00000e+00
RB1CC1	ULK2	100	1.00000e+00
ULK2	PRKAA2	100	1.00000e+00
MTOR	ULK2	108	1.00000e+00
PRKAA2	ULK1	116	1.00000e+00
ULK2	PRKAB1	120	1.00000e+00
PRKAB1	ULK1	120	1.00000e+00
RB1CC1	ULK1	132	1.00000e+00
ULK2	RB1CC1	132	1.00000e+00
TNFAIP3	TRAF6	211	1.00000e+00
TRAF6	TNFRSF11A	211	1.00000e+00
TNFRSF11A	TRAF2	211	1.00000e+00
TRAF6	UBE2N	279	1.00000e+00
UBE2N	TRAF2	279	1.00000e+00
PPP2R5C	CREB1	347	1.00000e+00
PPP2R5C	CAMK4	348	1.00000e+00
CAMK4	CREB1	348	1.00000e+00
SP1	MDC1	351	1.00000e+00
MDC1	RNF8	351	1.00000e+00
RNF8	UBE2N	351	1.00000e+00
UBE2N	TRAF6	419	1.00000e+00
UBE2N	UBE2V1	487	1.00000e+00
