#tail	head	KSP index	path cost
BCL2L1	CASP9	1	1.00000e+00
AR	CASP2	2	1.00000e+00
APAF1	CASP3	3	1.00000e+00
APAF1	CASP9	4	1.00000e+00
AR	CFLAR	5	1.00000e+00
AR	CTNNB1	6	1.00000e+00
AR	FOXO3	7	1.00000e+00
FOXO3	CDKN1B	7	1.00000e+00
FOXO3	PINK1	8	1.00000e+00
PINK1	HTRA2	8	1.00000e+00
HTRA2	BIRC2	8	1.00000e+00
BIRC2	CASP2	8	1.00000e+00
PINK1	BECN1	9	1.00000e+00
BECN1	HMGB1	9	1.00000e+00
HMGB1	TLR4	9	1.00000e+00
TLR4	TICAM1	9	1.00000e+00
TICAM1	IKBKE	9	1.00000e+00
IKBKE	RELA	9	1.00000e+00
RELA	CREBBP	9	1.00000e+00
IKBKE	IRF3	10	1.00000e+00
IRF3	IFNB1	10	1.00000e+00
IFNB1	TYK2	10	1.00000e+00
TYK2	DUSP3	10	1.00000e+00
DUSP3	MAPK1	10	1.00000e+00
MAPK1	CAPN2	10	1.00000e+00
IFNB1	IFNAR1	11	1.00000e+00
IFNAR1	TYK2	11	1.00000e+00
MAPK1	CASP8	12	1.00000e+00
MAPK1	CASP9	13	1.00000e+00
MAPK1	ABI1	14	1.00000e+00
ABI1	ABL1	14	1.00000e+00
ABL1	CASP9	14	1.00000e+00
ABL1	CDK5	15	1.00000e+00
ABL1	CDKN1B	16	1.00000e+00
ABL1	CBL	17	1.00000e+00
CBL	CFLAR	17	1.00000e+00
CBL	INSR	18	1.00000e+00
INSR	GAB1	18	1.00000e+00
GAB1	ARHGAP32	18	1.00000e+00
ARHGAP32	CRK	18	1.00000e+00
ARHGAP32	CDC42	19	1.00000e+00
CDC42	MAP3K11	19	1.00000e+00
MAP3K11	MAP2K3	19	1.00000e+00
MAP2K3	DYRK1B	19	1.00000e+00
DYRK1B	CCND1	19	1.00000e+00
CDC42	MAP3K10	20	1.00000e+00
MAP3K10	MAP2K7	20	1.00000e+00
MAP2K7	MAPK10	20	1.00000e+00
MAPK10	CDC25C	20	1.00000e+00
CDC25C	CDK1	20	1.00000e+00
