#tail	head	KSP index	path cost
TP53	PLK2	1	1.00000e+00
AR	ODC1	2	1.00000e+00
AR	NR3C1	3	1.00000e+00
NR3C1	CAV1	3	1.00000e+00
CAV1	PDGFRA	3	1.00000e+00
AR	FKBP5	4	1.00000e+00
FKBP5	NR3C1	4	1.00000e+00
CAV1	PDGFRB	5	1.00000e+00
NR3C1	RELA	6	1.00000e+00
RELA	EGR1	6	1.00000e+00
EGR1	IGF2	6	1.00000e+00
IGF2	INSR	6	1.00000e+00
INSR	CBL	6	1.00000e+00
CBL	ABL1	6	1.00000e+00
ABL1	CTNND1	6	1.00000e+00
CTNND1	CDH2	6	1.00000e+00
CDH2	CDON	6	1.00000e+00
CDON	BNIP2	6	1.00000e+00
BNIP2	CDC42	6	1.00000e+00
CDC42	PAK1	6	1.00000e+00
NR3C1	NR2F2	7	1.00000e+00
NR2F2	RXRB	7	1.00000e+00
RXRB	PPARD	7	1.00000e+00
RXRB	NR1H2	8	1.00000e+00
NR1H2	PPARD	8	1.00000e+00
NR1H2	PPARA	9	1.00000e+00
PPARA	NR1H3	9	1.00000e+00
NR1H3	PPARD	9	1.00000e+00
RXRB	PPARA	10	1.00000e+00
PPARA	NR1H2	10	1.00000e+00
RXRB	VDR	12	1.00000e+00
VDR	PLD1	12	1.00000e+00
NR2F2	THRA	13	1.00000e+00
THRA	RXRB	13	1.00000e+00
THRA	RARB	14	1.00000e+00
RARB	RXRB	14	1.00000e+00
THRA	RARG	20	1.00000e+00
RARG	RXRB	20	1.00000e+00
NR3C1	NR4A1	31	1.00000e+00
NR4A1	NR2F2	31	1.00000e+00
EGR1	DUSP1	55	1.00000e+00
DUSP1	MAPK1	55	1.00000e+00
MAPK1	PAK1	55	1.00000e+00
MAPK1	ABI1	56	1.00000e+00
ABI1	ABL1	56	1.00000e+00
INSR	GAB1	57	1.00000e+00
CBL	INSR	57	1.00000e+00
ABL1	CBL	57	1.00000e+00
GAB1	ARHGAP32	57	1.00000e+00
ARHGAP32	CDC42	57	1.00000e+00
CDC42	MAP3K10	58	1.00000e+00
MAP3K10	MAP2K7	58	1.00000e+00
MAP2K7	IRS1	58	1.00000e+00
IRS1	NCK1	58	1.00000e+00
NCK1	PAK1	58	1.00000e+00
NCK1	PAK2	59	1.00000e+00
IRS1	PIK3CA	60	1.00000e+00
IRS1	PIK3CB	61	1.00000e+00
IRS1	PIK3CG	62	1.00000e+00
PIK3CG	PDPK1	62	1.00000e+00
PDPK1	PAK1	62	1.00000e+00
IRS1	GRAP	63	1.00000e+00
GRAP	PIK3CG	63	1.00000e+00
PDPK1	PKN1	64	1.00000e+00
PKN1	MAP3K20	64	1.00000e+00
MAP3K20	MAP2K6	64	1.00000e+00
MAP2K6	MAPK10	64	1.00000e+00
MAPK10	DIABLO	64	1.00000e+00
DIABLO	BIRC2	64	1.00000e+00
BIRC2	MAP3K14	64	1.00000e+00
MAP3K14	NCK1	64	1.00000e+00
MAP3K20	MAP2K3	65	1.00000e+00
MAP2K3	MAPK14	65	1.00000e+00
MAPK14	MAP3K11	65	1.00000e+00
MAP3K11	MAP2K6	65	1.00000e+00
MAP2K3	MAPK13	66	1.00000e+00
MAPK13	PRKD1	66	1.00000e+00
PRKD1	PI4KB	66	1.00000e+00
MAP2K3	MAPK11	67	1.00000e+00
MAPK11	TAB1	67	1.00000e+00
TAB1	MAP3K7	67	1.00000e+00
MAP3K7	MAP3K14	67	1.00000e+00
MAP3K7	CHUK	68	1.00000e+00
CHUK	MAP3K14	68	1.00000e+00
CHUK	FOXO3	69	1.00000e+00
FOXO3	PINK1	69	1.00000e+00
PINK1	HTRA2	69	1.00000e+00
HTRA2	BIRC2	69	1.00000e+00
PINK1	BECN1	70	1.00000e+00
BECN1	HMGB1	70	1.00000e+00
HMGB1	TLR4	70	1.00000e+00
TLR4	TICAM1	70	1.00000e+00
TICAM1	TRAF6	70	1.00000e+00
TRAF6	MAP3K14	70	1.00000e+00
TICAM1	IRF3	71	1.00000e+00
IRF3	IFNB1	71	1.00000e+00
IFNB1	TYK2	71	1.00000e+00
TYK2	DUSP3	71	1.00000e+00
DUSP3	MAPK14	71	1.00000e+00
TICAM1	IKBKE	72	1.00000e+00
IKBKE	IRF3	72	1.00000e+00
IFNB1	IFNAR1	73	1.00000e+00
IFNAR1	TYK2	73	1.00000e+00
MAP3K14	RCAN1	75	1.00000e+00
RCAN1	PPP3CA	75	1.00000e+00
PPP3CA	PPP1R1A	75	1.00000e+00
PPP1R1A	PPP1CC	75	1.00000e+00
PPP1CC	CREB1	75	1.00000e+00
CREB1	FST	75	1.00000e+00
FST	INHBA	75	1.00000e+00
INHBA	BAMBI	75	1.00000e+00
BAMBI	DVL2	75	1.00000e+00
DVL2	PARD6A	75	1.00000e+00
PARD6A	SMURF1	75	1.00000e+00
SMURF1	DAB2IP	75	1.00000e+00
DAB2IP	PIK3CA	75	1.00000e+00
DAB2IP	PIK3R1	76	1.00000e+00
SMURF1	SMAD7	77	1.00000e+00
SMAD7	PPP1CA	77	1.00000e+00
PPP1CA	TRIM28	77	1.00000e+00
TRIM28	PMAIP1	77	1.00000e+00
PPP3CA	PPP1R1B	78	1.00000e+00
PPP1R1B	PPP1CC	78	1.00000e+00
PPP1R1B	PPP1CA	79	1.00000e+00
MAP3K14	TRAF2	82	1.00000e+00
TRAF2	DAB2IP	82	1.00000e+00
TRAF2	MTOR	84	1.00000e+00
MTOR	GRB10	84	1.00000e+00
GRB10	PIK3CA	84	1.00000e+00
MTOR	RPS6KA2	85	1.00000e+00
RPS6KA2	CREB1	85	1.00000e+00
MTOR	ULK1	88	1.00000e+00
ULK1	PRKAA2	88	1.00000e+00
PRKAA2	PLD1	88	1.00000e+00
ULK1	GABARAP	89	1.00000e+00
GABARAP	DVL2	89	1.00000e+00
ULK1	PRKAA1	92	1.00000e+00
PRKAA1	CRY1	92	1.00000e+00
CRY1	ARNTL	92	1.00000e+00
ARNTL	MAGEL2	92	1.00000e+00
MAGEL2	TRIM27	92	1.00000e+00
TRIM27	PIK3C2B	92	1.00000e+00
ULK1	RB1CC1	93	1.00000e+00
RB1CC1	ULK2	93	1.00000e+00
ULK2	PRKAA2	93	1.00000e+00
MTOR	ULK2	94	1.00000e+00
PRKAA2	ULK1	95	1.00000e+00
ULK2	PRKAB1	99	1.00000e+00
PRKAB1	ULK1	99	1.00000e+00
RB1CC1	ULK1	104	1.00000e+00
ULK2	RB1CC1	104	1.00000e+00
TRAF2	UBE2N	109	1.00000e+00
UBE2N	H2AFX	109	1.00000e+00
H2AFX	KAT2A	109	1.00000e+00
KAT2A	SMURF1	109	1.00000e+00
SMAD7	SMURF1	110	1.00000e+00
KAT2A	SMAD7	110	1.00000e+00
SMAD7	PPP1R15A	111	1.00000e+00
PPP1R15A	PPP1CC	111	1.00000e+00
BIRC2	TRAF2	117	1.00000e+00
TRAF2	MAP3K14	117	1.00000e+00
TRAF2	BIRC3	118	1.00000e+00
BIRC3	MAP3K14	118	1.00000e+00
UBE2N	TRAF6	170	1.00000e+00
UBE2N	UBE2V1	179	1.00000e+00
UBE2V1	TRAF6	179	1.00000e+00
DIABLO	BIRC3	188	1.00000e+00
BIRC3	BIRC2	189	1.00000e+00
BIRC3	TRAF2	338	1.00000e+00
TRAF2	BIRC2	339	1.00000e+00
DIABLO	BIRC6	409	1.00000e+00
BIRC6	HTRA2	409	1.00000e+00
