#tail	head	KSP index	path cost
PTK2	ITGB1	1	1.00000e+00
ESR1	IGF1	2	1.00000e+00
CDH1	IGF1R	3	1.00000e+00
ESR1	NR0B2	4	1.00000e+00
NR0B2	RXRB	4	1.00000e+00
RXRB	NR2F2	4	1.00000e+00
NR2F2	NR3C1	4	1.00000e+00
NR3C1	LCK	4	1.00000e+00
ESR1	ESR2	5	1.00000e+00
ESR2	NR0B2	5	1.00000e+00
NR0B2	NR1H2	6	1.00000e+00
NR1H2	RXRB	6	1.00000e+00
NR1H2	PPARA	7	1.00000e+00
PPARA	RXRB	7	1.00000e+00
NR3C1	RELA	8	1.00000e+00
RELA	EGR1	8	1.00000e+00
EGR1	IGF2	8	1.00000e+00
IGF2	IGF1R	8	1.00000e+00
EGR1	DUSP1	9	1.00000e+00
DUSP1	MAPK1	9	1.00000e+00
MAPK1	GRB10	9	1.00000e+00
GRB10	IGF1R	9	1.00000e+00
MAPK1	ABI1	10	1.00000e+00
ABI1	CBL	10	1.00000e+00
CBL	INSR	10	1.00000e+00
INSR	GRB10	10	1.00000e+00
ABI1	ABL1	11	1.00000e+00
ABL1	CBL	11	1.00000e+00
CBL	FRS2	12	1.00000e+00
FRS2	GRAP	12	1.00000e+00
GRAP	PIK3CG	12	1.00000e+00
PIK3CG	PDPK1	12	1.00000e+00
PDPK1	PKN1	12	1.00000e+00
PKN1	MAP3K20	12	1.00000e+00
MAP3K20	MAP2K7	12	1.00000e+00
MAP2K7	IRS1	12	1.00000e+00
IRS1	JAK1	12	1.00000e+00
MAP3K20	MAP2K6	13	1.00000e+00
MAP2K6	MAPK10	13	1.00000e+00
MAPK10	DIABLO	13	1.00000e+00
DIABLO	BIRC2	13	1.00000e+00
BIRC2	IKBKG	13	1.00000e+00
MAP3K20	MAP2K3	14	1.00000e+00
MAP2K3	MAPK11	14	1.00000e+00
MAPK11	ATF2	14	1.00000e+00
ATF2	JUN	14	1.00000e+00
MAPK11	TAB1	15	1.00000e+00
TAB1	MAP3K7	15	1.00000e+00
MAP3K7	IKBKB	15	1.00000e+00
MAP3K7	IKBKG	16	1.00000e+00
MAP3K7	CHUK	17	1.00000e+00
CHUK	IRF7	17	1.00000e+00
IRF7	IFNB1	17	1.00000e+00
IFNB1	JAK1	17	1.00000e+00
IFNB1	IFNAR1	18	1.00000e+00
IFNAR1	JAK1	18	1.00000e+00
IFNAR1	IFNGR1	19	1.00000e+00
IFNGR1	JAK1	19	1.00000e+00
IFNGR1	JAK2	20	1.00000e+00
IFNAR1	TYK2	21	1.00000e+00
TYK2	DUSP3	21	1.00000e+00
DUSP3	MAPK14	21	1.00000e+00
MAPK14	DDIT3	21	1.00000e+00
DDIT3	ITGAM	21	1.00000e+00
ITGAM	ICAM1	21	1.00000e+00
ICAM1	ITGAL	21	1.00000e+00
MAPK14	ELAVL1	22	1.00000e+00
ELAVL1	IL13	22	1.00000e+00
IL13	IL4R	22	1.00000e+00
IL4R	JAK1	22	1.00000e+00
ELAVL1	EIF4E	23	1.00000e+00
EIF4E	SMAD3	23	1.00000e+00
SMAD3	JUN	23	1.00000e+00
SMAD3	LEF1	24	1.00000e+00
SMAD3	PAX6	25	1.00000e+00
PAX6	FN1	25	1.00000e+00
FN1	ITGB1	25	1.00000e+00
PAX6	CDH2	26	1.00000e+00
CDH2	CDON	26	1.00000e+00
CDON	BNIP2	26	1.00000e+00
BNIP2	CDC42	26	1.00000e+00
CDC42	MAP3K10	26	1.00000e+00
MAP3K10	MAP2K7	26	1.00000e+00
IRS1	JAK2	27	1.00000e+00
MAP2K7	MAPK10	28	1.00000e+00
BIRC2	MAP3K14	29	1.00000e+00
MAP3K14	IKBKB	29	1.00000e+00
MAP3K14	RCAN1	30	1.00000e+00
RCAN1	PPP3CA	30	1.00000e+00
PPP3CA	PPP1R1A	30	1.00000e+00
PPP1R1A	PPP1CC	30	1.00000e+00
PPP1CC	CREB1	30	1.00000e+00
CREB1	FST	30	1.00000e+00
FST	INHBA	30	1.00000e+00
INHBA	BAMBI	30	1.00000e+00
BAMBI	ACVRL1	30	1.00000e+00
ACVRL1	SMAD1	30	1.00000e+00
SMAD1	DVL1	30	1.00000e+00
DVL1	JUN	30	1.00000e+00
BAMBI	BMPR1B	31	1.00000e+00
BMPR1B	SMAD1	31	1.00000e+00
BAMBI	DVL2	32	1.00000e+00
DVL2	PARD6A	32	1.00000e+00
PARD6A	SMURF1	32	1.00000e+00
SMURF1	DAB2IP	32	1.00000e+00
DAB2IP	JAK2	32	1.00000e+00
DAB2IP	KRAS	33	1.00000e+00
MAP2K6	MAPK12	34	1.00000e+00
DAB2IP	MAP3K5	34	1.00000e+00
MAP3K5	MAP2K6	34	1.00000e+00
MAPK12	ATF2	34	1.00000e+00
MAP2K6	MAPK13	35	1.00000e+00
MAPK13	ATF2	35	1.00000e+00
MAPK13	PRKD1	36	1.00000e+00
PRKD1	ITGB4	36	1.00000e+00
PRKD1	KIDINS220	37	1.00000e+00
PRKD1	RIN1	38	1.00000e+00
RIN1	KRAS	38	1.00000e+00
PRKD1	PPP1R14A	39	1.00000e+00
PPP1R14A	PPP1CA	39	1.00000e+00
PPP1CA	ACVRL1	39	1.00000e+00
PRKD1	HDAC5	40	1.00000e+00
HDAC5	RUNX2	40	1.00000e+00
RUNX2	BMP2	40	1.00000e+00
BMP2	SMAD1	40	1.00000e+00
PRKD1	HSPB1	41	1.00000e+00
HSPB1	SP1	41	1.00000e+00
SP1	COL1A1	41	1.00000e+00
COL1A1	ITGB1	41	1.00000e+00
SP1	IL10	42	1.00000e+00
IL10	IL10RA	42	1.00000e+00
IL10RA	JAK1	42	1.00000e+00
SP1	IER3	43	1.00000e+00
IER3	PPP2R5C	43	1.00000e+00
PPP2R5C	ATF1	43	1.00000e+00
ATF1	IL10	43	1.00000e+00
SP1	HDAC4	44	1.00000e+00
HDAC4	RUNX2	44	1.00000e+00
IL10RA	JAK2	45	1.00000e+00
ATF1	SH3RF1	46	1.00000e+00
SH3RF1	MAP3K11	46	1.00000e+00
MAP3K11	PIN1	46	1.00000e+00
PIN1	IRF3	46	1.00000e+00
IRF3	ISG15	46	1.00000e+00
ISG15	JAK1	46	1.00000e+00
PIN1	JUN	47	1.00000e+00
PIN1	TP73	48	1.00000e+00
TP73	CASP6	48	1.00000e+00
CASP6	LMNA	48	1.00000e+00
TP73	TP53INP1	49	1.00000e+00
TP53INP1	GABARAPL2	49	1.00000e+00
GABARAPL2	SQSTM1	49	1.00000e+00
SQSTM1	IRAK1	49	1.00000e+00
SQSTM1	KEAP1	50	1.00000e+00
SQSTM1	TRAF6	51	1.00000e+00
TRAF6	IKBKB	51	1.00000e+00
TRAF6	IKBKG	52	1.00000e+00
TRAF6	IRAK1	53	1.00000e+00
TRAF6	TAB3	54	1.00000e+00
TAB3	IKBKG	54	1.00000e+00
TRAF6	BECN1	55	1.00000e+00
BECN1	HMGB1	55	1.00000e+00
HMGB1	TLR4	55	1.00000e+00
TLR4	TICAM1	55	1.00000e+00
TICAM1	IRF3	55	1.00000e+00
TICAM1	IKBKE	56	1.00000e+00
IKBKE	IRF3	56	1.00000e+00
IKBKE	FOXO3	57	1.00000e+00
FOXO3	PINK1	57	1.00000e+00
PINK1	HTRA2	57	1.00000e+00
HTRA2	BIRC3	57	1.00000e+00
BIRC3	RIPK2	57	1.00000e+00
RIPK2	IKBKB	57	1.00000e+00
RIPK2	BCL10	58	1.00000e+00
BCL10	IKBKG	58	1.00000e+00
RIPK2	IRF5	59	1.00000e+00
BIRC3	TRAF2	60	1.00000e+00
TRAF2	IKBKB	60	1.00000e+00
TRAF2	MTOR	61	1.00000e+00
MTOR	GRB10	61	1.00000e+00
GRB10	INSR	62	1.00000e+00
INSR	IRS1	62	1.00000e+00
INSR	PTPN1	64	1.00000e+00
PTPN1	IGF1R	64	1.00000e+00
PTPN1	IRS1	65	1.00000e+00
PTPN1	JAK2	67	1.00000e+00
PTPN1	LAT	68	1.00000e+00
LAT	VAV1	68	1.00000e+00
VAV1	PRKCQ	68	1.00000e+00
PRKCQ	IKBKB	68	1.00000e+00
PRKCQ	IRS1	69	1.00000e+00
INSR	PTPN6	71	1.00000e+00
PTPN6	JAK1	71	1.00000e+00
PTPN6	IL2RB	72	1.00000e+00
IL2RB	JAK1	72	1.00000e+00
IL2RB	IL2RG	73	1.00000e+00
IL2RG	JAK1	73	1.00000e+00
IL2RG	JAK2	74	1.00000e+00
IL2RG	JAK3	75	1.00000e+00
PTPN6	IL4R	76	1.00000e+00
IL4R	IL2RG	77	1.00000e+00
IL2RG	IL2RB	78	1.00000e+00
IL4R	IRS1	81	1.00000e+00
IL4R	JAK2	83	1.00000e+00
IL4R	IL13RA1	84	1.00000e+00
IL13RA1	JAK2	84	1.00000e+00
IL4R	JAK3	85	1.00000e+00
PTPN6	JAK2	86	1.00000e+00
PTPN6	JAK3	87	1.00000e+00
PTPN6	KCNH2	88	1.00000e+00
PTPN6	KDR	89	1.00000e+00
PTPN6	KIT	90	1.00000e+00
PTPN6	LCK	91	1.00000e+00
PTPN6	LYN	92	1.00000e+00
LYN	EPOR	92	1.00000e+00
EPOR	JAK2	92	1.00000e+00
LYN	KIT	93	1.00000e+00
LYN	VAV1	94	1.00000e+00
PTPN6	SOCS1	97	1.00000e+00
SOCS1	IRAK1	97	1.00000e+00
SOCS1	JAK1	98	1.00000e+00
SOCS1	IFNGR1	99	1.00000e+00
SOCS1	JAK2	101	1.00000e+00
SOCS1	JAK3	102	1.00000e+00
PTPN6	STAT6	103	1.00000e+00
STAT6	IL4R	103	1.00000e+00
PTPN6	ZAP70	113	1.00000e+00
ZAP70	LAT	113	1.00000e+00
GRB10	NEDD4	116	1.00000e+00
NEDD4	IGF1R	116	1.00000e+00
MTOR	IRS1	117	1.00000e+00
MTOR	ULK1	119	1.00000e+00
ULK1	PRKAA1	119	1.00000e+00
PRKAA1	KPNA2	119	1.00000e+00
KPNA2	IRF1	119	1.00000e+00
IRF1	IRF8	119	1.00000e+00
PRKAA1	HDAC4	120	1.00000e+00
PRKAA1	HDAC5	121	1.00000e+00
ULK1	PRKAA2	122	1.00000e+00
PRKAA2	IKBKB	122	1.00000e+00
PRKAA2	INSR	123	1.00000e+00
ULK1	RB1CC1	179	1.00000e+00
RB1CC1	ULK2	179	1.00000e+00
ULK2	PRKAA2	179	1.00000e+00
MTOR	ULK2	236	1.00000e+00
PRKAA2	ULK1	293	1.00000e+00
ULK2	PRKAB1	296	1.00000e+00
PRKAB1	ULK1	296	1.00000e+00
RB1CC1	ULK1	356	1.00000e+00
ULK2	RB1CC1	356	1.00000e+00
TRAF2	UBE2N	416	1.00000e+00
UBE2N	H2AFX	416	1.00000e+00
H2AFX	KAT2A	416	1.00000e+00
KAT2A	SMAD7	416	1.00000e+00
SMAD7	SMAD1	416	1.00000e+00
SMAD7	ACVR1	417	1.00000e+00
ACVR1	SMAD1	417	1.00000e+00
SMAD7	ACVRL1	418	1.00000e+00
SMAD7	BMPR1B	419	1.00000e+00
SMAD7	PPP1CA	420	1.00000e+00
SMAD7	TAB3	421	1.00000e+00
KAT2A	SOCS1	422	1.00000e+00
TLR4	TICAM2	428	1.00000e+00
TICAM2	TICAM1	428	1.00000e+00
