#tail	head	KSP index	path cost
CDK6	RB1	1	1.00000e+00
RB1	Proliferation	1	1.00000e+00
CDK6	CDKN1A	2	1.00000e+00
CDKN1A	CDK1	2	1.00000e+00
CDK1	AR	2	1.00000e+00
AR	AKT1	2	1.00000e+00
AKT1	BAD	2	1.00000e+00
BAD	Apoptosis	2	1.00000e+00
CDK1	ABL1	3	1.00000e+00
ABL1	ATR	3	1.00000e+00
ATR	ATM	3	1.00000e+00
ATM	AKT1	3	1.00000e+00
BAD	BCL2	4	1.00000e+00
BCL2	Apoptosis	4	1.00000e+00
BCL2	BAK1	5	1.00000e+00
BAK1	Apoptosis	5	1.00000e+00
BAK1	BAX	6	1.00000e+00
BAX	Apoptosis	6	1.00000e+00
BAX	APAF1	7	1.00000e+00
APAF1	CASP3	7	1.00000e+00
CASP3	BCAR1	7	1.00000e+00
BCAR1	CRK	7	1.00000e+00
CRK	CBL	7	1.00000e+00
CBL	EGFR	7	1.00000e+00
EGFR	E2F1	7	1.00000e+00
E2F1	ETV4	7	1.00000e+00
ETV4	ETS1	7	1.00000e+00
ETS1	CHUK	7	1.00000e+00
CHUK	CREBBP	7	1.00000e+00
CREBBP	CREB1	7	1.00000e+00
CREB1	Apoptosis	7	1.00000e+00
EGFR	CCND1	8	1.00000e+00
CCND1	CDKN1B	8	1.00000e+00
CDKN1B	CDK2	8	1.00000e+00
CDK2	CDK7	8	1.00000e+00
CDK7	E2F1	8	1.00000e+00
CDKN1B	CCND3	9	1.00000e+00
CCND3	CDK4	9	1.00000e+00
CDK4	FOXM1	9	1.00000e+00
FOXM1	AURKB	9	1.00000e+00
AURKB	BIRC5	9	1.00000e+00
BIRC5	CASP9	9	1.00000e+00
CASP9	CASP6	9	1.00000e+00
CASP6	HIPK2	9	1.00000e+00
HIPK2	CREB1	9	1.00000e+00
CDK4	BRCA1	10	1.00000e+00
BRCA1	GADD45A	10	1.00000e+00
GADD45A	MAPK14	10	1.00000e+00
MAPK14	ESR1	10	1.00000e+00
ESR1	E2F1	10	1.00000e+00
ESR1	CTNNB1	11	1.00000e+00
CTNNB1	EP300	11	1.00000e+00
EP300	E2F1	11	1.00000e+00
AR	CTNNB1	12	1.00000e+00
ESR1	AR	12	1.00000e+00
EP300	ARNT	13	1.00000e+00
ARNT	FOS	13	1.00000e+00
FOS	CREM	13	1.00000e+00
CREM	CREB1	13	1.00000e+00
ARNT	EPO	14	1.00000e+00
EPO	EPOR	14	1.00000e+00
EPOR	JAK2	14	1.00000e+00
JAK2	JAK1	14	1.00000e+00
JAK1	IRS1	14	1.00000e+00
IRS1	GRB2	14	1.00000e+00
GRB2	KHDRBS2	14	1.00000e+00
KHDRBS2	CREBBP	14	1.00000e+00
JAK2	GHR	15	1.00000e+00
GHR	JAK1	15	1.00000e+00
ETS1	EGR1	16	1.00000e+00
CREB1	JUN	16	1.00000e+00
JUN	ETS1	16	1.00000e+00
EGR1	ACE	16	1.00000e+00
ACE	AGT	16	1.00000e+00
AGT	AGTR1	16	1.00000e+00
AGTR1	GNG12	16	1.00000e+00
GNG12	AKT2	16	1.00000e+00
AKT2	FOXO1	16	1.00000e+00
FOXO1	Apoptosis	16	1.00000e+00
CDK2	FOXO1	17	1.00000e+00
HIPK2	HMGA1	17	1.00000e+00
JUN	CTSL	17	1.00000e+00
CTSL	BID	17	1.00000e+00
BID	BCL2L1	17	1.00000e+00
BCL2L1	CASP9	17	1.00000e+00
HMGA1	CDC25A	17	1.00000e+00
CDC25A	CDK2	17	1.00000e+00
CASP6	CASP8	18	1.00000e+00
CASP8	MAP3K14	18	1.00000e+00
MAP3K14	IKBKB	18	1.00000e+00
IKBKB	CDKN2A	18	1.00000e+00
CDKN2A	CDK2	18	1.00000e+00
CASP8	CASP10	19	1.00000e+00
CASP10	MAP3K14	19	1.00000e+00
CASP10	CASP7	20	1.00000e+00
CASP7	PARP1	20	1.00000e+00
PARP1	HIF1A	20	1.00000e+00
HIF1A	E2F3	20	1.00000e+00
E2F3	CDKN2A	20	1.00000e+00
CASP7	ITGB4	21	1.00000e+00
ITGB4	PIK3CA	21	1.00000e+00
PIK3CA	Apoptosis	21	1.00000e+00
PIK3CA	MTOR	22	1.00000e+00
MTOR	GRB10	22	1.00000e+00
GRB10	IGF1R	22	1.00000e+00
IGF1R	CSK	22	1.00000e+00
CSK	FYN	22	1.00000e+00
FYN	CTNND1	22	1.00000e+00
CTNND1	CDH1	22	1.00000e+00
CDH1	LRP6	22	1.00000e+00
LRP6	AXIN1	22	1.00000e+00
AXIN1	CSNK1A1	22	1.00000e+00
