#tail	head	KSP index	path cost
DAPK3	AR	1	1.00000e+00
CAPN1	BCL2	2	1.00000e+00
CAPN1	BCL2L1	3	1.00000e+00
CAPN1	BID	4	1.00000e+00
CAPN1	CDK5R1	5	1.00000e+00
CDK5R1	LMTK2	5	1.00000e+00
LMTK2	PPP1CA	5	1.00000e+00
PPP1CA	AKT1	5	1.00000e+00
PPP1CA	AURKA	6	1.00000e+00
PPP1CA	AXIN1	7	1.00000e+00
PPP1CA	BAD	8	1.00000e+00
PPP1CA	BRCA1	9	1.00000e+00
PPP1CA	MAPK1	10	1.00000e+00
MAPK1	AR	10	1.00000e+00
PPP1CA	ACVRL1	11	1.00000e+00
ACVRL1	SMAD1	11	1.00000e+00
SMAD1	DVL1	11	1.00000e+00
DVL1	APC	11	1.00000e+00
DVL1	AXIN1	12	1.00000e+00
DVL1	LRP6	13	1.00000e+00
LRP6	AXIN1	13	1.00000e+00
DVL1	SMAD3	14	1.00000e+00
SMAD3	AR	14	1.00000e+00
SMAD3	PAX6	15	1.00000e+00
PAX6	CDH2	15	1.00000e+00
CDH2	CDON	15	1.00000e+00
CDON	ABL1	15	1.00000e+00
ABL1	ARHGAP35	15	1.00000e+00
ABL1	ATR	16	1.00000e+00
ABL1	BCR	17	1.00000e+00
ABL1	ERCC6	18	1.00000e+00
ERCC6	APEX1	18	1.00000e+00
APEX1	ARNT	18	1.00000e+00
ABL1	CBL	19	1.00000e+00
CBL	LRIG1	19	1.00000e+00
LRIG1	ERBB4	19	1.00000e+00
ERBB4	BAK1	19	1.00000e+00
ABL1	ABI1	20	1.00000e+00
ABI1	CBL	20	1.00000e+00
CBL	INSR	21	1.00000e+00
INSR	GAB1	21	1.00000e+00
GAB1	ARHGAP32	21	1.00000e+00
ARHGAP32	CRKL	21	1.00000e+00
CRKL	MAP4K1	21	1.00000e+00
MAP4K1	MAP3K7	21	1.00000e+00
MAP3K7	CHUK	21	1.00000e+00
CHUK	FOXO3	21	1.00000e+00
FOXO3	ATM	21	1.00000e+00
CBL	FRS2	22	1.00000e+00
FRS2	GRAP	22	1.00000e+00
GRAP	PIK3CG	22	1.00000e+00
PIK3CG	PDPK1	22	1.00000e+00
PDPK1	AKT1	22	1.00000e+00
PDPK1	AKT2	23	1.00000e+00
PDPK1	AKT3	24	1.00000e+00
PDPK1	PKN1	25	1.00000e+00
PKN1	AR	25	1.00000e+00
PKN1	ARHGEF2	26	1.00000e+00
PKN1	MAP3K20	27	1.00000e+00
MAP3K20	MAP2K6	27	1.00000e+00
MAP2K6	MAPK10	27	1.00000e+00
MAPK10	BCL2L11	27	1.00000e+00
MAPK10	DIABLO	28	1.00000e+00
DIABLO	BIRC5	28	1.00000e+00
DIABLO	BIRC2	29	1.00000e+00
BIRC2	MAP3K14	29	1.00000e+00
MAP3K14	CHUK	29	1.00000e+00
FOXO3	BCL2L11	30	1.00000e+00
FOXO3	PINK1	31	1.00000e+00
PINK1	BECN1	31	1.00000e+00
BECN1	AMBRA1	31	1.00000e+00
BECN1	PIK3C3	32	1.00000e+00
PIK3C3	AKT1	32	1.00000e+00
BECN1	PIK3R4	33	1.00000e+00
PIK3R4	PIK3C3	33	1.00000e+00
MAP3K7	KSR1	34	1.00000e+00
BECN1	HMGB1	34	1.00000e+00
HMGB1	TLR4	34	1.00000e+00
TLR4	TICAM1	34	1.00000e+00
TICAM1	IKBKE	34	1.00000e+00
IKBKE	RELA	34	1.00000e+00
RELA	EGR1	34	1.00000e+00
EGR1	IGF2	34	1.00000e+00
IGF2	INSR	34	1.00000e+00
KSR1	BRAF	34	1.00000e+00
IKBKE	IRF3	35	1.00000e+00
IRF3	IFNB1	35	1.00000e+00
IFNB1	TYK2	35	1.00000e+00
TYK2	DUSP3	35	1.00000e+00
DUSP3	MAPK1	35	1.00000e+00
IFNB1	IFNAR1	36	1.00000e+00
