#tail	head	KSP index	path cost
WNT1	SOX9	1	1.00000e+00
FBXW7	SERBP1	2	1.00000e+00
FBXW7	DAB2IP	3	1.00000e+00
DAB2IP	MAP3K5	3	1.00000e+00
MAP3K5	MAPK14	3	1.00000e+00
MAPK14	MAPK1	3	1.00000e+00
MAPK1	ABI1	3	1.00000e+00
ABI1	ABL1	3	1.00000e+00
ABL1	MTOR	3	1.00000e+00
MTOR	SGK1	3	1.00000e+00
DAB2IP	GATA1	4	1.00000e+00
GATA1	SPI1	4	1.00000e+00
MAP3K5	MAP2K3	5	1.00000e+00
MAP2K3	MAPK14	5	1.00000e+00
MAP2K3	MAPK13	6	1.00000e+00
MAPK13	PRKD1	6	1.00000e+00
PRKD1	PPP1R14A	6	1.00000e+00
PPP1R14A	PPP1CA	6	1.00000e+00
PPP1CA	MAPK1	6	1.00000e+00
MAP2K3	MAPK11	7	1.00000e+00
MAPK11	SMAD2	7	1.00000e+00
MAPK11	TAB1	8	1.00000e+00
TAB1	MAPK14	8	1.00000e+00
TAB1	MAP3K7	9	1.00000e+00
MAP3K7	MAPK14	9	1.00000e+00
MAP3K7	MAP2K6	10	1.00000e+00
MAP2K6	MAPK14	10	1.00000e+00
MAP2K6	MAPK10	11	1.00000e+00
MAPK10	DIABLO	11	1.00000e+00
DIABLO	BIRC2	11	1.00000e+00
BIRC2	MAP3K14	11	1.00000e+00
MAP3K14	NCK1	11	1.00000e+00
NCK1	ABL1	11	1.00000e+00
MAP3K14	CHUK	12	1.00000e+00
CHUK	IRS1	12	1.00000e+00
IRS1	NCK1	12	1.00000e+00
ABL1	GRAP	13	1.00000e+00
GRAP	PIK3CG	13	1.00000e+00
PIK3CG	PDPK1	13	1.00000e+00
PDPK1	SGK1	13	1.00000e+00
ABL1	CBL	14	1.00000e+00
CBL	FRS2	14	1.00000e+00
FRS2	GRAP	14	1.00000e+00
ABI1	CBL	15	1.00000e+00
ABL1	ABI1	15	1.00000e+00
PDPK1	RPS6KA1	16	1.00000e+00
RPS6KA1	DEPTOR	16	1.00000e+00
DEPTOR	MTOR	16	1.00000e+00
MAPK1	RPS6KA1	17	1.00000e+00
PDPK1	PKN1	17	1.00000e+00
PKN1	MAPK14	17	1.00000e+00
MAPK14	DUSP1	18	1.00000e+00
DUSP1	MAPK1	18	1.00000e+00
MAPK1	GRB10	19	1.00000e+00
GRB10	INSR	19	1.00000e+00
INSR	SHC1	19	1.00000e+00
INSR	PTPN6	20	1.00000e+00
PTPN6	IL2RB	20	1.00000e+00
IL2RB	SHC1	20	1.00000e+00
INSR	GAB1	21	1.00000e+00
GAB1	ARHGAP32	21	1.00000e+00
ARHGAP32	CDC42	21	1.00000e+00
CDC42	PRKCZ	21	1.00000e+00
PRKCZ	RELA	21	1.00000e+00
RELA	HDAC4	21	1.00000e+00
HDAC4	RUNX2	21	1.00000e+00
RUNX2	BMP2	21	1.00000e+00
BMP2	SHH	21	1.00000e+00
CDC42	MAP3K10	22	1.00000e+00
MAP3K10	MAP2K7	22	1.00000e+00
MAP2K7	MAPK9	22	1.00000e+00
MAPK9	H2AFX	22	1.00000e+00
H2AFX	KAT2A	22	1.00000e+00
KAT2A	SMAD2	22	1.00000e+00
MAPK9	BAZ1B	23	1.00000e+00
BAZ1B	H2AFX	23	1.00000e+00
KAT2A	SMAD3	24	1.00000e+00
SMAD3	PAX6	24	1.00000e+00
PAX6	SFRP1	24	1.00000e+00
SMAD3	RUNX2	25	1.00000e+00
BMP2	SMAD1	26	1.00000e+00
SMAD1	SMAD4	26	1.00000e+00
BMP2	SMAD5	27	1.00000e+00
SMAD5	SMAD4	27	1.00000e+00
BMP2	SMAD9	28	1.00000e+00
SMAD9	SMAD4	28	1.00000e+00
SMAD3	SMAD4	29	1.00000e+00
SMAD3	STAT3	30	1.00000e+00
