#tail	head	KSP index	path cost
SIRT1	WRN	1	1.00000e+00
ARAF	MAP2K2	2	1.00000e+00
ARAF	MAPK1	3	1.00000e+00
MAPK1	MAP2K2	3	1.00000e+00
MAPK1	ABI1	4	1.00000e+00
ABI1	ABL1	4	1.00000e+00
ABL1	GRAP	4	1.00000e+00
GRAP	PIK3CG	4	1.00000e+00
PIK3CG	PDPK1	4	1.00000e+00
PDPK1	MAP2K2	4	1.00000e+00
ABL1	CBL	5	1.00000e+00
CBL	FRS2	5	1.00000e+00
FRS2	GRAP	5	1.00000e+00
PDPK1	PKN1	6	1.00000e+00
PKN1	MAPK14	6	1.00000e+00
MAPK14	PPP2CA	6	1.00000e+00
PPP2CA	MAP2K2	6	1.00000e+00
PKN1	MAP3K20	7	1.00000e+00
MAP3K20	MAP2K3	7	1.00000e+00
MAP2K3	MAPK14	7	1.00000e+00
MAP2K3	MAPK13	8	1.00000e+00
MAPK13	PRKD1	8	1.00000e+00
PRKD1	PPP1R14A	8	1.00000e+00
PPP1R14A	PPP1CA	8	1.00000e+00
PPP1CA	ACVRL1	8	1.00000e+00
ACVRL1	SMAD1	8	1.00000e+00
SMAD1	DVL1	8	1.00000e+00
DVL1	SMAD3	8	1.00000e+00
SMAD3	PAX6	8	1.00000e+00
PAX6	CDH2	8	1.00000e+00
CDH2	CDON	8	1.00000e+00
CDON	MAPK14	8	1.00000e+00
MAP2K3	MAPK11	9	1.00000e+00
MAPK11	TAB1	9	1.00000e+00
TAB1	MAPK14	9	1.00000e+00
MAPK11	ATF2	10	1.00000e+00
ATF2	MMP2	10	1.00000e+00
MMP2	TGFB1	10	1.00000e+00
ATF2	ATF3	11	1.00000e+00
ATF3	TP53	11	1.00000e+00
TAB1	MAP3K7	12	1.00000e+00
MAP3K7	MAPK14	12	1.00000e+00
MAP3K7	MAP2K6	13	1.00000e+00
MAP2K6	MAPK14	13	1.00000e+00
MAP2K6	MAPK10	14	1.00000e+00
MAPK10	DIABLO	14	1.00000e+00
DIABLO	BIRC2	14	1.00000e+00
BIRC2	MAP3K14	14	1.00000e+00
MAP3K14	RELA	14	1.00000e+00
RELA	EGR1	14	1.00000e+00
EGR1	DUSP1	14	1.00000e+00
DUSP1	MAPK14	14	1.00000e+00
MAP3K14	CHUK	15	1.00000e+00
CHUK	RELA	15	1.00000e+00
CHUK	FOXO3	16	1.00000e+00
FOXO3	PINK1	16	1.00000e+00
PINK1	HTRA2	16	1.00000e+00
HTRA2	BIRC3	16	1.00000e+00
BIRC3	RIPK2	16	1.00000e+00
RIPK2	MAPK14	16	1.00000e+00
PINK1	BECN1	17	1.00000e+00
BECN1	HMGB1	17	1.00000e+00
HMGB1	TLR4	17	1.00000e+00
TLR4	TICAM1	17	1.00000e+00
TICAM1	IKBKE	17	1.00000e+00
IKBKE	RELA	17	1.00000e+00
IKBKE	IRF3	18	1.00000e+00
IRF3	IFNB1	18	1.00000e+00
IFNB1	TYK2	18	1.00000e+00
TYK2	DUSP3	18	1.00000e+00
DUSP3	MAPK14	18	1.00000e+00
IFNB1	IFNAR1	19	1.00000e+00
IFNAR1	TYK2	19	1.00000e+00
MAPK14	ATF2	20	1.00000e+00
MAPK14	DUSP1	22	1.00000e+00
DUSP1	MAPK9	22	1.00000e+00
MAPK9	ATF2	22	1.00000e+00
DUSP1	FANCI	23	1.00000e+00
FANCI	FANCL	23	1.00000e+00
FANCL	FANCD2	23	1.00000e+00
FANCD2	BLM	23	1.00000e+00
BLM	TP53	23	1.00000e+00
SMAD3	GNRHR	25	1.00000e+00
MAPK9	H2AFX	25	1.00000e+00
H2AFX	KAT2A	25	1.00000e+00
KAT2A	SMAD3	25	1.00000e+00
GNRHR	MMP14	25	1.00000e+00
MMP14	MMP2	25	1.00000e+00
MAPK9	BAZ1B	26	1.00000e+00
BAZ1B	H2AFX	26	1.00000e+00
GNRHR	MMP9	27	1.00000e+00
MMP9	TGFB1	27	1.00000e+00
GNRHR	TIMP2	28	1.00000e+00
PAX6	FN1	29	1.00000e+00
FN1	ITGB6	29	1.00000e+00
ITGB6	TGFB1	29	1.00000e+00
CDON	BNIP2	30	1.00000e+00
EGR1	TGFB1	30	1.00000e+00
BNIP2	CDC42	30	1.00000e+00
CDC42	PRKCZ	30	1.00000e+00
PRKCZ	RELA	30	1.00000e+00
CDC42	MAP3K11	31	1.00000e+00
MAP3K11	PIN1	31	1.00000e+00
PIN1	TP73	31	1.00000e+00
TP73	FAS	31	1.00000e+00
FAS	DAXX	31	1.00000e+00
DAXX	TGFBR2	31	1.00000e+00
FAS	MAP3K5	32	1.00000e+00
MAP3K5	DAXX	32	1.00000e+00
TP73	TP53INP1	33	1.00000e+00
TP53INP1	GABARAP	33	1.00000e+00
GABARAP	DVL2	33	1.00000e+00
DVL2	PARD6A	33	1.00000e+00
PARD6A	SMURF1	33	1.00000e+00
SMURF1	TGFBR1	33	1.00000e+00
TP73	CASP6	34	1.00000e+00
CASP6	NUMA1	34	1.00000e+00
NUMA1	TUBB	34	1.00000e+00
TUBB	TRPC1	34	1.00000e+00
