#tail	head	KSP index	path cost
LTK	RAF1	1	1.00000e+00
ESR1	PPARG	2	1.00000e+00
ESR1	NCOA2	3	1.00000e+00
NCOA2	PPARG	3	1.00000e+00
NCOA2	RARA	4	1.00000e+00
NCOA2	RXRA	5	1.00000e+00
ESR1	NR0B2	6	1.00000e+00
NR0B2	NR1H2	6	1.00000e+00
NR1H2	PPARG	6	1.00000e+00
ESR1	ESR2	7	1.00000e+00
ESR2	NR0B2	7	1.00000e+00
NR1H2	PPARA	8	1.00000e+00
PPARA	NR1H3	8	1.00000e+00
NR1H3	PPARG	8	1.00000e+00
NR1H3	RXRA	9	1.00000e+00
PPARA	RXRA	10	1.00000e+00
PPARA	RXRB	11	1.00000e+00
RXRB	PPARG	11	1.00000e+00
RXRB	NR2F2	12	1.00000e+00
NR2F2	PPARG	12	1.00000e+00
NR2F2	NR3C1	13	1.00000e+00
NR3C1	PPARG	13	1.00000e+00
NR3C1	RELA	14	1.00000e+00
RELA	EGR1	14	1.00000e+00
EGR1	PPARG	14	1.00000e+00
EGR1	DUSP1	15	1.00000e+00
DUSP1	MAPK1	15	1.00000e+00
MAPK1	PPARG	15	1.00000e+00
MAPK1	MAPKAPK2	16	1.00000e+00
MAPKAPK2	PIAS1	16	1.00000e+00
PIAS1	PRDM1	16	1.00000e+00
MAPK1	ARRB1	17	1.00000e+00
ARRB1	MAPK14	17	1.00000e+00
MAPK14	MAPKAPK2	17	1.00000e+00
MAPK1	ABI1	18	1.00000e+00
ABI1	ABL1	18	1.00000e+00
ABL1	CTNND1	18	1.00000e+00
CTNND1	CDH2	18	1.00000e+00
CDH2	CDON	18	1.00000e+00
CDON	MAPK14	18	1.00000e+00
ABL1	CBL	19	1.00000e+00
CBL	INSR	19	1.00000e+00
INSR	GAB1	19	1.00000e+00
GAB1	ARHGAP32	19	1.00000e+00
ARHGAP32	CDC42	19	1.00000e+00
CDC42	MAP3K11	19	1.00000e+00
MAP3K11	MAP2K3	19	1.00000e+00
MAP2K3	MAPK14	19	1.00000e+00
CBL	FRS2	20	1.00000e+00
FRS2	GRAP	20	1.00000e+00
